model_name,feature,feature_type,mean_abs_shap,mean_shap,feature_value_shap_spearman,shap_direction,train_target_spearman,target_correlation_direction,missing_rate,n_unique,shap_rank
xgboost_ordinal__all_without_commercial,pair_JEDI_POBK,numeric,0.0,0.0,,not_applicable,0.042787875670231824,mixed_or_flat,0.0,2,163
xgboost_ordinal__all_without_commercial,pair_JEDI_TECH,numeric,0.0,0.0,,not_applicable,0.036488946853586286,mixed_or_flat,0.0,2,164
xgboost_ordinal__all_without_commercial,pair_JEDI_WOOK,numeric,0.0,0.0,,not_applicable,0.015334717099532741,mixed_or_flat,0.0,2,165
xgboost_ordinal__all_without_commercial,pair_KYBR_MNDO,numeric,0.0,0.0,,not_applicable,0.03580591401776534,mixed_or_flat,0.0,2,166
xgboost_ordinal__all_without_commercial,pair_KYBR_NABO,numeric,0.0,0.0,,not_applicable,0.028409657868938943,mixed_or_flat,0.0,2,167
xgboost_ordinal__all_without_commercial,pair_HTTX_REBL,numeric,0.0,0.0,,not_applicable,0.08706303060484258,positive,0.0,2,168
xgboost_ordinal__all_without_commercial,pair_HTTX_SITH,numeric,0.0,0.0,,not_applicable,0.08763918517236895,positive,0.0,2,169
xgboost_ordinal__all_without_commercial,pair_HTTX_TECH,numeric,0.0,0.0,,not_applicable,0.11064221874397863,positive,0.0,2,170
xgboost_ordinal__all_without_commercial,pair_JEDI_MNDO,numeric,0.0,0.0,,not_applicable,0.029559106096336125,mixed_or_flat,0.0,2,171
xgboost_ordinal__all_without_commercial,pair_JEDI_KYBR,numeric,0.0,0.0,,not_applicable,0.027496164294635358,mixed_or_flat,0.0,2,172
xgboost_ordinal__all_without_commercial,pair_CLNE_SITH,numeric,0.0,0.0,,not_applicable,0.0129629400344362,mixed_or_flat,0.0,2,173
xgboost_ordinal__all_without_commercial,pair_CLNE_TECH,numeric,0.0,0.0,,not_applicable,0.02907346735097694,mixed_or_flat,0.0,2,174
xgboost_ordinal__all_without_commercial,pair_POBK_WOOK,numeric,0.0,0.0,,not_applicable,0.041947637258826595,mixed_or_flat,0.0,2,175
xgboost_ordinal__all_without_commercial,worst_of_structural_base_vol_range,numeric,0.0,0.0,,not_applicable,0.3749292904437324,positive,0.0,63,176
xgboost_ordinal__all_without_commercial,sector_count,numeric,0.0,0.0,,not_applicable,0.35136037936382625,positive,0.0,3,177
xgboost_ordinal__all_without_commercial,has_multiple_sectors,numeric,0.0,0.0,,not_applicable,0.35237911432855334,positive,0.0,2,178
xgboost_ordinal__all_without_commercial,sector_concentration,numeric,0.0,0.0,,not_applicable,-0.35136037936382625,negative,0.0,3,179
xgboost_ordinal__all_without_commercial,pair_SITH_WOOK,numeric,0.0,0.0,,not_applicable,0.022342674098515536,mixed_or_flat,0.0,2,180
xgboost_ordinal__all_without_commercial,pair_SITH_TECH,numeric,0.0,0.0,,not_applicable,0.03852878606322619,mixed_or_flat,0.0,2,181
xgboost_ordinal__all_without_commercial,pair_REBL_WOOK,numeric,0.0,0.0,,not_applicable,-0.009174944356184815,mixed_or_flat,0.0,2,182
xgboost_ordinal__all_without_commercial,basket_type,categorical,0.0,0.0,,categorical_not_ordered,,categorical_not_ordered,0.0,2,183
