model_name,feature,feature_type,mean_abs_shap,mean_shap,feature_value_shap_spearman,shap_direction,train_target_spearman,target_correlation_direction,missing_rate,n_unique,shap_rank
catboost_tuned__all_without_commercial,pair_NABO_SITH,numeric,0.0,0.0,,not_applicable,0.025907498820983994,mixed_or_flat,0.0,2,161
catboost_tuned__all_without_commercial,pair_NABO_POBK,numeric,0.0,0.0,,not_applicable,0.03658410749856371,mixed_or_flat,0.0,2,162
catboost_tuned__all_without_commercial,pair_HTTX_SITH,numeric,0.0,0.0,,not_applicable,0.08763918517236895,positive,0.0,2,163
catboost_tuned__all_without_commercial,pair_JEDI_TECH,numeric,0.0,0.0,,not_applicable,0.036488946853586286,mixed_or_flat,0.0,2,164
catboost_tuned__all_without_commercial,pair_DRC_HTTX,numeric,0.0,0.0,,not_applicable,0.08999825248675317,positive,0.0,2,165
catboost_tuned__all_without_commercial,pair_DRC_WOOK,numeric,0.0,0.0,,not_applicable,0.03469851973656231,mixed_or_flat,0.0,2,166
catboost_tuned__all_without_commercial,pair_HTTX_JEDI,numeric,0.0,0.0,,not_applicable,0.09811126975977293,positive,0.0,2,167
catboost_tuned__all_without_commercial,pair_CORL_REBL,numeric,0.0,0.0,,not_applicable,-0.012128801525108762,mixed_or_flat,0.0,2,168
catboost_tuned__all_without_commercial,pair_CORL_KYBR,numeric,0.0,0.0,,not_applicable,0.029580516014246754,mixed_or_flat,0.0,2,169
catboost_tuned__all_without_commercial,pair_CORL_HTTX,numeric,0.0,0.0,,not_applicable,0.0971713704224369,positive,0.0,2,170
catboost_tuned__all_without_commercial,pair_CLNE_TECH,numeric,0.0,0.0,,not_applicable,0.02907346735097694,mixed_or_flat,0.0,2,171
catboost_tuned__all_without_commercial,pair_CLNE_REBL,numeric,0.0,0.0,,not_applicable,-0.01974184013003687,mixed_or_flat,0.0,2,172
catboost_tuned__all_without_commercial,pair_CLNE_POBK,numeric,0.0,0.0,,not_applicable,0.04854099317656859,mixed_or_flat,0.0,2,173
catboost_tuned__all_without_commercial,pair_KYBR_MNDO,numeric,0.0,0.0,,not_applicable,0.03580591401776534,mixed_or_flat,0.0,2,174
catboost_tuned__all_without_commercial,pair_KYBR_NABO,numeric,0.0,0.0,,not_applicable,0.028409657868938943,mixed_or_flat,0.0,2,175
catboost_tuned__all_without_commercial,pair_JEDI_NABO,numeric,0.0,0.0,,not_applicable,0.02157103010589927,mixed_or_flat,0.0,2,176
catboost_tuned__all_without_commercial,pair_JEDI_KYBR,numeric,0.0,0.0,,not_applicable,0.027496164294635358,mixed_or_flat,0.0,2,177
catboost_tuned__all_without_commercial,pair_HTTX_POBK,numeric,0.0,0.0,,not_applicable,0.10067591729850497,positive,0.0,2,178
catboost_tuned__all_without_commercial,pair_POBK_SITH,numeric,0.0,0.0,,not_applicable,0.03414841985053296,mixed_or_flat,0.0,2,179
catboost_tuned__all_without_commercial,has_multiple_sectors,numeric,0.0,0.0,,not_applicable,0.35237911432855334,positive,0.0,2,180
catboost_tuned__all_without_commercial,pair_POBK_WOOK,numeric,0.0,0.0,,not_applicable,0.041947637258826595,mixed_or_flat,0.0,2,181
catboost_tuned__all_without_commercial,pair_REBL_SITH,numeric,0.0,0.0,,not_applicable,0.000593496526821006,mixed_or_flat,0.0,2,182
catboost_tuned__all_without_commercial,basket_signature,categorical,0.0,0.0,,categorical_not_ordered,,categorical_not_ordered,0.0,461,183
