split,category,count,feature,observation_level
train,HTTX|NABO,24,underlyings,rfq
train,HTTX|NABO|CORL,1,underlyings,rfq
train,HTTX|NABO|DRC,2,underlyings,rfq
train,HTTX|NABO|JEDI,1,underlyings,rfq
train,HTTX|NABO|KYBR,2,underlyings,rfq
train,HTTX|NABO|POBK,1,underlyings,rfq
train,HTTX|NABO|WOOK,1,underlyings,rfq
train,HTTX|POBK,26,underlyings,rfq
train,HTTX|POBK|CLNE,2,underlyings,rfq
train,HTTX|POBK|CORL,2,underlyings,rfq
train,HTTX|POBK|JEDI,1,underlyings,rfq
train,HTTX|POBK|KYBR,2,underlyings,rfq
train,HTTX|POBK|NABO,1,underlyings,rfq
train,HTTX|POBK|SITH,2,underlyings,rfq
train,HTTX|POBK|TECH,1,underlyings,rfq
train,HTTX|REBL,30,underlyings,rfq
train,HTTX|REBL|BSKR,1,underlyings,rfq
train,HTTX|REBL|CLNE,2,underlyings,rfq
train,HTTX|REBL|DRC,1,underlyings,rfq
train,HTTX|REBL|JEDI,2,underlyings,rfq
train,HTTX|REBL|MNDO,1,underlyings,rfq
train,HTTX|REBL|NABO,1,underlyings,rfq
train,HTTX|REBL|POBK,1,underlyings,rfq
train,HTTX|REBL|SITH,1,underlyings,rfq
train,HTTX|REBL|TECH,2,underlyings,rfq
train,HTTX|REBL|WOOK,1,underlyings,rfq
train,HTTX|SITH,31,underlyings,rfq
train,HTTX|SITH|BSKR,1,underlyings,rfq
train,HTTX|SITH|CLNE,1,underlyings,rfq
train,HTTX|SITH|KYBR,1,underlyings,rfq
train,HTTX|SITH|NABO,1,underlyings,rfq
train,HTTX|SITH|REBL,1,underlyings,rfq
train,HTTX|SITH|TECH,1,underlyings,rfq
train,HTTX|TECH,30,underlyings,rfq
train,HTTX|TECH|BSKR,2,underlyings,rfq
train,HTTX|TECH|CLNE,1,underlyings,rfq
train,HTTX|TECH|CORL,4,underlyings,rfq
train,HTTX|TECH|JEDI,2,underlyings,rfq
train,HTTX|TECH|KYBR,1,underlyings,rfq
train,HTTX|TECH|MNDO,1,underlyings,rfq
train,HTTX|WOOK,35,underlyings,rfq
train,HTTX|WOOK|CLNE,1,underlyings,rfq
train,HTTX|WOOK|CORL,2,underlyings,rfq
train,HTTX|WOOK|JEDI,1,underlyings,rfq
train,HTTX|WOOK|MNDO,1,underlyings,rfq
train,HTTX|WOOK|NABO,2,underlyings,rfq
train,HTTX|WOOK|POBK,1,underlyings,rfq
train,HTTX|WOOK|REBL,1,underlyings,rfq
train,HTTX|WOOK|TECH,3,underlyings,rfq
train,JEDI,270,underlyings,rfq
train,JEDI|BSKR,35,underlyings,rfq
train,JEDI|BSKR|CORL,1,underlyings,rfq
train,JEDI|BSKR|MNDO,1,underlyings,rfq
train,JEDI|BSKR|NABO,1,underlyings,rfq
train,JEDI|BSKR|POBK,2,underlyings,rfq
train,JEDI|BSKR|SITH,1,underlyings,rfq
train,JEDI|BSKR|WOOK,2,underlyings,rfq
train,JEDI|CLNE,27,underlyings,rfq
train,JEDI|CLNE|BSKR,1,underlyings,rfq
train,JEDI|CLNE|MNDO,2,underlyings,rfq
train,JEDI|CLNE|REBL,1,underlyings,rfq
train,JEDI|CLNE|SITH,1,underlyings,rfq
train,JEDI|CLNE|TECH,2,underlyings,rfq
train,JEDI|CORL,22,underlyings,rfq
train,JEDI|CORL|BSKR,1,underlyings,rfq
train,JEDI|CORL|DRC,1,underlyings,rfq
train,JEDI|CORL|NABO,1,underlyings,rfq
train,JEDI|CORL|POBK,1,underlyings,rfq
train,JEDI|CORL|REBL,2,underlyings,rfq
train,JEDI|CORL|TECH,2,underlyings,rfq
train,JEDI|DRC,23,underlyings,rfq
train,JEDI|DRC|CORL,2,underlyings,rfq
train,JEDI|DRC|NABO,2,underlyings,rfq
train,JEDI|DRC|SITH,1,underlyings,rfq
train,JEDI|DRC|TECH,1,underlyings,rfq
train,JEDI|DRC|WOOK,1,underlyings,rfq
train,JEDI|HTTX,25,underlyings,rfq
train,JEDI|HTTX|CLNE,2,underlyings,rfq
train,JEDI|HTTX|CORL,1,underlyings,rfq
train,JEDI|HTTX|KYBR,2,underlyings,rfq
train,JEDI|HTTX|REBL,1,underlyings,rfq
train,JEDI|HTTX|WOOK,1,underlyings,rfq
train,JEDI|KYBR,23,underlyings,rfq
train,JEDI|KYBR|BSKR,2,underlyings,rfq
train,JEDI|KYBR|DRC,2,underlyings,rfq
train,JEDI|KYBR|HTTX,3,underlyings,rfq
train,JEDI|KYBR|NABO,2,underlyings,rfq
train,JEDI|KYBR|REBL,2,underlyings,rfq
train,JEDI|KYBR|SITH,1,underlyings,rfq
train,JEDI|KYBR|TECH,2,underlyings,rfq
train,JEDI|MNDO,29,underlyings,rfq
train,JEDI|MNDO|BSKR,2,underlyings,rfq
train,JEDI|MNDO|SITH,1,underlyings,rfq
train,JEDI|MNDO|TECH,2,underlyings,rfq
train,JEDI|MNDO|WOOK,1,underlyings,rfq
train,JEDI|NABO,29,underlyings,rfq
train,JEDI|NABO|CORL,2,underlyings,rfq
train,JEDI|NABO|DRC,1,underlyings,rfq
train,JEDI|NABO|REBL,1,underlyings,rfq
train,JEDI|NABO|SITH,1,underlyings,rfq
train,JEDI|NABO|TECH,2,underlyings,rfq
train,JEDI|POBK,27,underlyings,rfq
train,JEDI|POBK|CORL,2,underlyings,rfq
train,JEDI|POBK|HTTX,1,underlyings,rfq
train,JEDI|POBK|NABO,1,underlyings,rfq
train,JEDI|POBK|REBL,1,underlyings,rfq
train,JEDI|POBK|SITH,2,underlyings,rfq
train,JEDI|POBK|WOOK,2,underlyings,rfq
train,JEDI|REBL,23,underlyings,rfq
train,JEDI|REBL|BSKR,1,underlyings,rfq
train,JEDI|REBL|CLNE,1,underlyings,rfq
train,JEDI|REBL|CORL,3,underlyings,rfq
train,JEDI|REBL|DRC,2,underlyings,rfq
train,JEDI|REBL|HTTX,1,underlyings,rfq
train,JEDI|REBL|KYBR,1,underlyings,rfq
train,JEDI|REBL|MNDO,2,underlyings,rfq
train,JEDI|REBL|NABO,2,underlyings,rfq
train,JEDI|REBL|POBK,1,underlyings,rfq
train,JEDI|REBL|TECH,2,underlyings,rfq
train,JEDI|SITH,30,underlyings,rfq
train,JEDI|SITH|CLNE,2,underlyings,rfq
train,JEDI|SITH|CORL,1,underlyings,rfq
train,JEDI|SITH|HTTX,2,underlyings,rfq
train,JEDI|SITH|KYBR,3,underlyings,rfq
train,JEDI|SITH|MNDO,1,underlyings,rfq
train,JEDI|SITH|POBK,1,underlyings,rfq
train,JEDI|SITH|WOOK,1,underlyings,rfq
train,JEDI|TECH,24,underlyings,rfq
train,JEDI|TECH|CORL,1,underlyings,rfq
train,JEDI|TECH|KYBR,1,underlyings,rfq
train,JEDI|TECH|REBL,1,underlyings,rfq
train,JEDI|TECH|WOOK,1,underlyings,rfq
train,JEDI|WOOK,30,underlyings,rfq
train,JEDI|WOOK|CORL,1,underlyings,rfq
train,JEDI|WOOK|HTTX,1,underlyings,rfq
train,JEDI|WOOK|KYBR,1,underlyings,rfq
train,JEDI|WOOK|NABO,1,underlyings,rfq
train,KYBR,244,underlyings,rfq
train,KYBR|BSKR,17,underlyings,rfq
train,KYBR|BSKR|CLNE,1,underlyings,rfq
train,KYBR|BSKR|DRC,1,underlyings,rfq
train,KYBR|BSKR|HTTX,3,underlyings,rfq
train,KYBR|BSKR|JEDI,2,underlyings,rfq
train,KYBR|BSKR|NABO,3,underlyings,rfq
train,KYBR|BSKR|SITH,1,underlyings,rfq
train,KYBR|BSKR|WOOK,1,underlyings,rfq
train,KYBR|CLNE,20,underlyings,rfq
train,KYBR|CLNE|HTTX,1,underlyings,rfq
train,KYBR|CLNE|JEDI,1,underlyings,rfq
train,KYBR|CLNE|NABO,1,underlyings,rfq
train,KYBR|CLNE|SITH,2,underlyings,rfq
train,KYBR|CORL,33,underlyings,rfq
train,KYBR|CORL|BSKR,2,underlyings,rfq
train,KYBR|CORL|CLNE,1,underlyings,rfq
train,KYBR|CORL|DRC,1,underlyings,rfq
train,KYBR|CORL|JEDI,1,underlyings,rfq
train,KYBR|CORL|SITH,1,underlyings,rfq
train,KYBR|DRC,26,underlyings,rfq
train,KYBR|DRC|BSKR,1,underlyings,rfq
train,KYBR|DRC|CORL,1,underlyings,rfq
train,KYBR|DRC|HTTX,2,underlyings,rfq
train,KYBR|DRC|MNDO,2,underlyings,rfq
train,KYBR|DRC|REBL,1,underlyings,rfq
train,KYBR|DRC|SITH,1,underlyings,rfq
train,KYBR|DRC|WOOK,1,underlyings,rfq
train,KYBR|HTTX,28,underlyings,rfq
train,KYBR|HTTX|JEDI,2,underlyings,rfq
train,KYBR|HTTX|MNDO,1,underlyings,rfq
train,KYBR|HTTX|NABO,1,underlyings,rfq
train,KYBR|HTTX|REBL,1,underlyings,rfq
train,KYBR|HTTX|WOOK,1,underlyings,rfq
train,KYBR|JEDI,24,underlyings,rfq
train,KYBR|JEDI|BSKR,2,underlyings,rfq
train,KYBR|JEDI|CLNE,1,underlyings,rfq
train,KYBR|JEDI|CORL,1,underlyings,rfq
train,KYBR|JEDI|POBK,3,underlyings,rfq
train,KYBR|MNDO,28,underlyings,rfq
train,KYBR|MNDO|DRC,1,underlyings,rfq
train,KYBR|MNDO|SITH,1,underlyings,rfq
train,KYBR|MNDO|TECH,1,underlyings,rfq
train,KYBR|MNDO|WOOK,1,underlyings,rfq
train,KYBR|NABO,27,underlyings,rfq
train,KYBR|NABO|CLNE,1,underlyings,rfq
train,KYBR|NABO|CORL,1,underlyings,rfq
train,KYBR|NABO|HTTX,1,underlyings,rfq
train,KYBR|NABO|JEDI,2,underlyings,rfq
train,KYBR|NABO|REBL,2,underlyings,rfq
train,KYBR|NABO|SITH,1,underlyings,rfq
train,KYBR|NABO|TECH,1,underlyings,rfq
train,KYBR|POBK,27,underlyings,rfq
train,KYBR|POBK|BSKR,1,underlyings,rfq
train,KYBR|POBK|CLNE,1,underlyings,rfq
train,KYBR|POBK|CORL,1,underlyings,rfq
train,KYBR|POBK|DRC,1,underlyings,rfq
train,KYBR|POBK|HTTX,1,underlyings,rfq
train,KYBR|POBK|MNDO,1,underlyings,rfq
train,KYBR|POBK|REBL,1,underlyings,rfq
train,KYBR|POBK|SITH,1,underlyings,rfq
train,KYBR|POBK|TECH,2,underlyings,rfq
train,KYBR|REBL,25,underlyings,rfq
train,KYBR|REBL|POBK,1,underlyings,rfq
train,KYBR|REBL|SITH,1,underlyings,rfq
train,KYBR|REBL|TECH,2,underlyings,rfq
train,KYBR|SITH,19,underlyings,rfq
train,KYBR|SITH|BSKR,1,underlyings,rfq
train,KYBR|SITH|CLNE,1,underlyings,rfq
train,KYBR|SITH|JEDI,1,underlyings,rfq
train,KYBR|SITH|MNDO,1,underlyings,rfq
train,KYBR|SITH|POBK,1,underlyings,rfq
train,KYBR|SITH|REBL,1,underlyings,rfq
train,KYBR|SITH|TECH,1,underlyings,rfq
train,KYBR|SITH|WOOK,1,underlyings,rfq
train,KYBR|TECH,24,underlyings,rfq
train,KYBR|TECH|CLNE,2,underlyings,rfq
train,KYBR|TECH|HTTX,1,underlyings,rfq
train,KYBR|TECH|JEDI,2,underlyings,rfq
train,KYBR|TECH|NABO,1,underlyings,rfq
train,KYBR|TECH|POBK,1,underlyings,rfq
train,KYBR|TECH|SITH,1,underlyings,rfq
train,KYBR|TECH|WOOK,2,underlyings,rfq
train,KYBR|WOOK,30,underlyings,rfq
train,KYBR|WOOK|BSKR,3,underlyings,rfq
train,KYBR|WOOK|CLNE,2,underlyings,rfq
train,KYBR|WOOK|CORL,1,underlyings,rfq
train,KYBR|WOOK|HTTX,2,underlyings,rfq
train,KYBR|WOOK|NABO,1,underlyings,rfq
train,KYBR|WOOK|REBL,1,underlyings,rfq
train,MNDO,238,underlyings,rfq
train,MNDO|BSKR,33,underlyings,rfq
train,MNDO|BSKR|KYBR,1,underlyings,rfq
train,MNDO|BSKR|NABO,1,underlyings,rfq
train,MNDO|BSKR|REBL,2,underlyings,rfq
train,MNDO|BSKR|SITH,1,underlyings,rfq
train,MNDO|BSKR|TECH,1,underlyings,rfq
train,MNDO|CLNE,32,underlyings,rfq
train,MNDO|CLNE|CORL,2,underlyings,rfq
train,MNDO|CLNE|DRC,1,underlyings,rfq
train,MNDO|CLNE|JEDI,1,underlyings,rfq
train,MNDO|CLNE|KYBR,1,underlyings,rfq
train,MNDO|CLNE|POBK,1,underlyings,rfq
train,MNDO|CORL,20,underlyings,rfq
train,MNDO|CORL|CLNE,1,underlyings,rfq
train,MNDO|CORL|HTTX,3,underlyings,rfq
train,MNDO|CORL|JEDI,1,underlyings,rfq
train,MNDO|CORL|POBK,1,underlyings,rfq
train,MNDO|CORL|REBL,1,underlyings,rfq
train,MNDO|CORL|SITH,3,underlyings,rfq
train,MNDO|CORL|TECH,1,underlyings,rfq
train,MNDO|CORL|WOOK,1,underlyings,rfq
train,MNDO|DRC,23,underlyings,rfq
train,MNDO|DRC|CORL,1,underlyings,rfq
train,MNDO|DRC|HTTX,1,underlyings,rfq
train,MNDO|DRC|KYBR,1,underlyings,rfq
train,MNDO|DRC|NABO,3,underlyings,rfq
train,MNDO|HTTX,38,underlyings,rfq
train,MNDO|HTTX|CLNE,2,underlyings,rfq
train,MNDO|HTTX|DRC,1,underlyings,rfq
train,MNDO|HTTX|KYBR,1,underlyings,rfq
train,MNDO|HTTX|REBL,1,underlyings,rfq
train,MNDO|HTTX|TECH,2,underlyings,rfq
train,MNDO|JEDI,28,underlyings,rfq
train,MNDO|JEDI|BSKR,1,underlyings,rfq
train,MNDO|JEDI|CORL,1,underlyings,rfq
train,MNDO|JEDI|NABO,1,underlyings,rfq
train,MNDO|JEDI|WOOK,1,underlyings,rfq
train,MNDO|KYBR,31,underlyings,rfq
train,MNDO|KYBR|JEDI,1,underlyings,rfq
train,MNDO|KYBR|NABO,1,underlyings,rfq
train,MNDO|KYBR|TECH,1,underlyings,rfq
train,MNDO|KYBR|WOOK,2,underlyings,rfq
train,MNDO|NABO,20,underlyings,rfq
train,MNDO|NABO|BSKR,1,underlyings,rfq
train,MNDO|NABO|CORL,1,underlyings,rfq
train,MNDO|NABO|DRC,2,underlyings,rfq
train,MNDO|NABO|JEDI,1,underlyings,rfq
train,MNDO|NABO|KYBR,1,underlyings,rfq
train,MNDO|NABO|TECH,2,underlyings,rfq
train,MNDO|NABO|WOOK,2,underlyings,rfq
train,MNDO|POBK,32,underlyings,rfq
train,MNDO|POBK|CLNE,2,underlyings,rfq
train,MNDO|POBK|KYBR,1,underlyings,rfq
train,MNDO|POBK|REBL,1,underlyings,rfq
train,MNDO|POBK|TECH,1,underlyings,rfq
train,MNDO|REBL,24,underlyings,rfq
train,MNDO|REBL|BSKR,1,underlyings,rfq
train,MNDO|REBL|DRC,1,underlyings,rfq
train,MNDO|REBL|HTTX,1,underlyings,rfq
train,MNDO|REBL|JEDI,2,underlyings,rfq
train,MNDO|REBL|NABO,2,underlyings,rfq
train,MNDO|REBL|POBK,1,underlyings,rfq
train,MNDO|REBL|SITH,1,underlyings,rfq
train,MNDO|REBL|TECH,2,underlyings,rfq
train,MNDO|SITH,34,underlyings,rfq
train,MNDO|SITH|BSKR,2,underlyings,rfq
train,MNDO|SITH|CLNE,1,underlyings,rfq
train,MNDO|SITH|HTTX,1,underlyings,rfq
train,MNDO|SITH|TECH,1,underlyings,rfq
train,MNDO|SITH|WOOK,3,underlyings,rfq
train,MNDO|TECH,24,underlyings,rfq
train,MNDO|TECH|BSKR,1,underlyings,rfq
train,MNDO|TECH|CORL,1,underlyings,rfq
train,MNDO|TECH|KYBR,2,underlyings,rfq
train,MNDO|TECH|WOOK,1,underlyings,rfq
train,MNDO|WOOK,18,underlyings,rfq
train,MNDO|WOOK|BSKR,1,underlyings,rfq
train,MNDO|WOOK|CLNE,2,underlyings,rfq
train,MNDO|WOOK|JEDI,1,underlyings,rfq
train,MNDO|WOOK|KYBR,3,underlyings,rfq
train,MNDO|WOOK|NABO,1,underlyings,rfq
train,MNDO|WOOK|REBL,2,underlyings,rfq
train,MNDO|WOOK|TECH,1,underlyings,rfq
train,NABO,197,underlyings,rfq
train,NABO|BSKR,31,underlyings,rfq
train,NABO|BSKR|CLNE,1,underlyings,rfq
train,NABO|BSKR|CORL,2,underlyings,rfq
train,NABO|BSKR|HTTX,1,underlyings,rfq
train,NABO|BSKR|JEDI,1,underlyings,rfq
train,NABO|BSKR|KYBR,1,underlyings,rfq
train,NABO|BSKR|REBL,1,underlyings,rfq
train,NABO|BSKR|SITH,1,underlyings,rfq
train,NABO|BSKR|TECH,2,underlyings,rfq
train,NABO|BSKR|WOOK,2,underlyings,rfq
train,NABO|CLNE,31,underlyings,rfq
train,NABO|CLNE|BSKR,2,underlyings,rfq
train,NABO|CLNE|CORL,2,underlyings,rfq
train,NABO|CLNE|JEDI,2,underlyings,rfq
train,NABO|CLNE|MNDO,2,underlyings,rfq
train,NABO|CLNE|SITH,1,underlyings,rfq
train,NABO|CLNE|TECH,1,underlyings,rfq
train,NABO|CORL,42,underlyings,rfq
train,NABO|CORL|BSKR,1,underlyings,rfq
train,NABO|CORL|CLNE,3,underlyings,rfq
train,NABO|CORL|HTTX,2,underlyings,rfq
train,NABO|CORL|KYBR,1,underlyings,rfq
train,NABO|CORL|MNDO,4,underlyings,rfq
train,NABO|CORL|POBK,2,underlyings,rfq
train,NABO|CORL|REBL,2,underlyings,rfq
train,NABO|CORL|SITH,3,underlyings,rfq
train,NABO|CORL|WOOK,1,underlyings,rfq
train,NABO|DRC,24,underlyings,rfq
train,NABO|DRC|BSKR,2,underlyings,rfq
train,NABO|DRC|CLNE,1,underlyings,rfq
train,NABO|DRC|KYBR,1,underlyings,rfq
train,NABO|DRC|POBK,2,underlyings,rfq
train,NABO|DRC|REBL,1,underlyings,rfq
train,NABO|DRC|SITH,2,underlyings,rfq
train,NABO|DRC|TECH,2,underlyings,rfq
train,NABO|HTTX,32,underlyings,rfq
train,NABO|HTTX|CLNE,1,underlyings,rfq
train,NABO|HTTX|CORL,2,underlyings,rfq
train,NABO|HTTX|JEDI,1,underlyings,rfq
train,NABO|HTTX|KYBR,1,underlyings,rfq
train,NABO|HTTX|POBK,2,underlyings,rfq
train,NABO|JEDI,29,underlyings,rfq
train,NABO|JEDI|CORL,1,underlyings,rfq
train,NABO|JEDI|DRC,2,underlyings,rfq
train,NABO|JEDI|HTTX,2,underlyings,rfq
train,NABO|JEDI|KYBR,2,underlyings,rfq
train,NABO|JEDI|POBK,1,underlyings,rfq
train,NABO|JEDI|TECH,1,underlyings,rfq
train,NABO|KYBR,28,underlyings,rfq
train,NABO|KYBR|BSKR,2,underlyings,rfq
train,NABO|KYBR|CLNE,1,underlyings,rfq
train,NABO|KYBR|DRC,2,underlyings,rfq
train,NABO|KYBR|HTTX,1,underlyings,rfq
train,NABO|KYBR|REBL,1,underlyings,rfq
train,NABO|KYBR|TECH,1,underlyings,rfq
train,NABO|KYBR|WOOK,1,underlyings,rfq
train,NABO|MNDO,27,underlyings,rfq
train,NABO|MNDO|HTTX,1,underlyings,rfq
train,NABO|MNDO|JEDI,1,underlyings,rfq
train,NABO|MNDO|POBK,1,underlyings,rfq
train,NABO|MNDO|REBL,1,underlyings,rfq
train,NABO|MNDO|SITH,1,underlyings,rfq
train,NABO|POBK,33,underlyings,rfq
train,NABO|POBK|BSKR,1,underlyings,rfq
train,NABO|POBK|CORL,1,underlyings,rfq
train,NABO|POBK|DRC,2,underlyings,rfq
train,NABO|POBK|REBL,1,underlyings,rfq
train,NABO|POBK|WOOK,1,underlyings,rfq
train,NABO|REBL,30,underlyings,rfq
train,NABO|REBL|BSKR,2,underlyings,rfq
train,NABO|REBL|CLNE,1,underlyings,rfq
train,NABO|REBL|HTTX,1,underlyings,rfq
train,NABO|REBL|JEDI,2,underlyings,rfq
train,NABO|REBL|MNDO,2,underlyings,rfq
train,NABO|REBL|SITH,1,underlyings,rfq
train,NABO|REBL|WOOK,1,underlyings,rfq
train,NABO|SITH,20,underlyings,rfq
train,NABO|SITH|CORL,1,underlyings,rfq
train,NABO|SITH|HTTX,1,underlyings,rfq
train,NABO|SITH|KYBR,2,underlyings,rfq
train,NABO|SITH|MNDO,1,underlyings,rfq
train,NABO|SITH|POBK,2,underlyings,rfq
train,NABO|SITH|REBL,1,underlyings,rfq
train,NABO|SITH|TECH,1,underlyings,rfq
train,NABO|TECH,27,underlyings,rfq
train,NABO|TECH|CLNE,3,underlyings,rfq
train,NABO|TECH|DRC,1,underlyings,rfq
train,NABO|TECH|HTTX,2,underlyings,rfq
train,NABO|TECH|REBL,1,underlyings,rfq
train,NABO|TECH|SITH,2,underlyings,rfq
train,NABO|TECH|WOOK,2,underlyings,rfq
train,NABO|WOOK,28,underlyings,rfq
train,NABO|WOOK|BSKR,1,underlyings,rfq
train,NABO|WOOK|DRC,2,underlyings,rfq
train,NABO|WOOK|JEDI,1,underlyings,rfq
train,NABO|WOOK|MNDO,1,underlyings,rfq
train,NABO|WOOK|POBK,4,underlyings,rfq
train,NABO|WOOK|TECH,2,underlyings,rfq
train,POBK,222,underlyings,rfq
train,POBK|BSKR,34,underlyings,rfq
train,POBK|BSKR|CLNE,1,underlyings,rfq
train,POBK|BSKR|HTTX,2,underlyings,rfq
train,POBK|BSKR|JEDI,1,underlyings,rfq
train,POBK|BSKR|MNDO,1,underlyings,rfq
train,POBK|BSKR|NABO,2,underlyings,rfq
train,POBK|BSKR|REBL,1,underlyings,rfq
train,POBK|BSKR|TECH,1,underlyings,rfq
train,POBK|BSKR|WOOK,1,underlyings,rfq
train,POBK|CLNE,21,underlyings,rfq
train,POBK|CLNE|CORL,1,underlyings,rfq
train,POBK|CLNE|HTTX,1,underlyings,rfq
train,POBK|CLNE|KYBR,3,underlyings,rfq
train,POBK|CLNE|REBL,1,underlyings,rfq
train,POBK|CLNE|SITH,1,underlyings,rfq
train,POBK|CLNE|WOOK,1,underlyings,rfq
train,POBK|CORL,29,underlyings,rfq
train,POBK|CORL|BSKR,1,underlyings,rfq
train,POBK|CORL|DRC,1,underlyings,rfq
train,POBK|CORL|JEDI,2,underlyings,rfq
train,POBK|CORL|MNDO,1,underlyings,rfq
train,POBK|CORL|NABO,1,underlyings,rfq
train,POBK|CORL|REBL,2,underlyings,rfq
train,POBK|CORL|TECH,2,underlyings,rfq
train,POBK|CORL|WOOK,2,underlyings,rfq
train,POBK|DRC,22,underlyings,rfq
train,POBK|DRC|BSKR,1,underlyings,rfq
train,POBK|DRC|CLNE,1,underlyings,rfq
train,POBK|DRC|HTTX,2,underlyings,rfq
train,POBK|DRC|JEDI,1,underlyings,rfq
train,POBK|DRC|SITH,2,underlyings,rfq
train,POBK|DRC|TECH,1,underlyings,rfq
train,POBK|DRC|WOOK,1,underlyings,rfq
train,POBK|HTTX,27,underlyings,rfq
train,POBK|HTTX|BSKR,2,underlyings,rfq
train,POBK|HTTX|DRC,2,underlyings,rfq
train,POBK|HTTX|MNDO,1,underlyings,rfq
train,POBK|HTTX|NABO,1,underlyings,rfq
train,POBK|HTTX|SITH,1,underlyings,rfq
train,POBK|HTTX|WOOK,1,underlyings,rfq
train,POBK|JEDI,30,underlyings,rfq
train,POBK|JEDI|BSKR,1,underlyings,rfq
train,POBK|JEDI|CLNE,1,underlyings,rfq
train,POBK|JEDI|KYBR,2,underlyings,rfq
train,POBK|JEDI|MNDO,1,underlyings,rfq
train,POBK|JEDI|NABO,1,underlyings,rfq
train,POBK|JEDI|REBL,1,underlyings,rfq
train,POBK|JEDI|SITH,1,underlyings,rfq
train,POBK|JEDI|WOOK,1,underlyings,rfq
train,POBK|KYBR,26,underlyings,rfq
train,POBK|KYBR|CLNE,1,underlyings,rfq
train,POBK|KYBR|CORL,1,underlyings,rfq
train,POBK|KYBR|JEDI,1,underlyings,rfq
train,POBK|KYBR|REBL,2,underlyings,rfq
train,POBK|MNDO,27,underlyings,rfq
train,POBK|MNDO|BSKR,1,underlyings,rfq
train,POBK|MNDO|HTTX,1,underlyings,rfq
train,POBK|MNDO|KYBR,1,underlyings,rfq
train,POBK|MNDO|NABO,2,underlyings,rfq
train,POBK|MNDO|SITH,3,underlyings,rfq
train,POBK|MNDO|WOOK,1,underlyings,rfq
train,POBK|NABO,22,underlyings,rfq
train,POBK|NABO|BSKR,3,underlyings,rfq
train,POBK|NABO|CLNE,1,underlyings,rfq
train,POBK|NABO|CORL,1,underlyings,rfq
train,POBK|NABO|DRC,2,underlyings,rfq
train,POBK|NABO|JEDI,2,underlyings,rfq
train,POBK|NABO|REBL,1,underlyings,rfq
train,POBK|NABO|TECH,2,underlyings,rfq
train,POBK|NABO|WOOK,1,underlyings,rfq
train,POBK|REBL,24,underlyings,rfq
train,POBK|REBL|CLNE,1,underlyings,rfq
train,POBK|REBL|CORL,1,underlyings,rfq
train,POBK|REBL|HTTX,2,underlyings,rfq
train,POBK|REBL|JEDI,2,underlyings,rfq
train,POBK|REBL|KYBR,1,underlyings,rfq
train,POBK|REBL|NABO,1,underlyings,rfq
train,POBK|REBL|SITH,1,underlyings,rfq
train,POBK|REBL|TECH,1,underlyings,rfq
train,POBK|REBL|WOOK,1,underlyings,rfq
train,POBK|SITH,21,underlyings,rfq
train,POBK|SITH|MNDO,1,underlyings,rfq
train,POBK|SITH|REBL,1,underlyings,rfq
train,POBK|TECH,25,underlyings,rfq
train,POBK|TECH|CLNE,1,underlyings,rfq
train,POBK|TECH|DRC,2,underlyings,rfq
train,POBK|TECH|JEDI,2,underlyings,rfq
train,POBK|TECH|KYBR,1,underlyings,rfq
train,POBK|TECH|NABO,1,underlyings,rfq
train,POBK|TECH|REBL,1,underlyings,rfq
train,POBK|TECH|SITH,2,underlyings,rfq
train,POBK|WOOK,18,underlyings,rfq
train,POBK|WOOK|BSKR,1,underlyings,rfq
train,POBK|WOOK|CORL,1,underlyings,rfq
train,POBK|WOOK|HTTX,2,underlyings,rfq
train,POBK|WOOK|JEDI,1,underlyings,rfq
train,POBK|WOOK|KYBR,3,underlyings,rfq
train,POBK|WOOK|NABO,1,underlyings,rfq
train,POBK|WOOK|REBL,1,underlyings,rfq
train,REBL,209,underlyings,rfq
train,REBL|BSKR,32,underlyings,rfq
train,REBL|BSKR|CORL,2,underlyings,rfq
train,REBL|BSKR|HTTX,1,underlyings,rfq
train,REBL|BSKR|JEDI,2,underlyings,rfq
train,REBL|BSKR|KYBR,2,underlyings,rfq
train,REBL|BSKR|NABO,2,underlyings,rfq
train,REBL|BSKR|POBK,1,underlyings,rfq
train,REBL|BSKR|SITH,1,underlyings,rfq
train,REBL|BSKR|TECH,1,underlyings,rfq
train,REBL|CLNE,26,underlyings,rfq
train,REBL|CLNE|BSKR,3,underlyings,rfq
train,REBL|CLNE|DRC,1,underlyings,rfq
train,REBL|CLNE|HTTX,1,underlyings,rfq
train,REBL|CLNE|JEDI,1,underlyings,rfq
train,REBL|CLNE|POBK,1,underlyings,rfq
train,REBL|CLNE|SITH,1,underlyings,rfq
train,REBL|CLNE|TECH,1,underlyings,rfq
train,REBL|CORL,27,underlyings,rfq
train,REBL|CORL|BSKR,2,underlyings,rfq
train,REBL|CORL|CLNE,1,underlyings,rfq
train,REBL|CORL|JEDI,1,underlyings,rfq
train,REBL|CORL|KYBR,1,underlyings,rfq
train,REBL|CORL|NABO,1,underlyings,rfq
train,REBL|CORL|SITH,2,underlyings,rfq
train,REBL|CORL|TECH,1,underlyings,rfq
train,REBL|CORL|WOOK,2,underlyings,rfq
train,REBL|DRC,24,underlyings,rfq
train,REBL|DRC|CLNE,3,underlyings,rfq
train,REBL|DRC|JEDI,2,underlyings,rfq
train,REBL|DRC|KYBR,1,underlyings,rfq
train,REBL|DRC|MNDO,2,underlyings,rfq
