feature,feature_type,feature_group,business_signal,in_global_52_all_without_noise,in_single_27_compact_core,in_worst_of_46_core,presence_pattern,global_train_rows,single_train_rows,worst_of_train_rows,highest_train_signal_scope,signal_metric,global_train_signal,single_train_signal,worst_of_train_signal,global_validation_signal,single_validation_signal,worst_of_validation_signal
pair_DRC_REBL,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.009376214449629801,,0.04794419108504562,0.013257625392208306,,0.0524707056234989
pair_POBK_REBL,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.009028023291114087,,0.04756741195561298,0.022459640689823625,,0.0632745378165245
pair_REBL_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.009174944356184817,,0.04737767039109254,0.029420290961824316,,0.07505935662897964
pair_DRC_POBK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.04682994343383384,,0.026974076180120498,0.045087210466430896,,0.031781153857675305
underlying_DRC,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,single,abs_spearman,0.023680401073235612,0.0436928435847568,0.011158964301121252,0.025595155684929576,0.01426027392235251,0.017606880087817807
underlying_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.042940545899905626,0.032536257027932836,0.0015047154480924483,0.00809567845637517,0.05058814731005417,0.07847162298502691
pair_JEDI_POBK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.042787875670231824,,0.018515022860730465,0.005952548461357092,,0.016015086836213464
pair_POBK_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.0419476372588266,,0.021825280892315568,0.026181190065541798,,0.002405009075809512
pair_POBK_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.04194321619477763,,0.01842187577861047,0.054584144368739464,,0.04026703978817075
pair_CORL_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.041154977046599796,,0.016298773906782263,0.023150755240195563,,0.0032190944345517536
pair_BSKR_CLNE,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.039454636843594376,,0.017142129226665095,0.029084636559622148,,0.007994519254283424
pair_SITH_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03852878606322619,,0.013837938362364842,0.03345184505711614,,0.011034506349358836
pair_MNDO_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03830354711300981,,0.01372761844220474,0.03419016944342478,,0.01689558457683086
pair_CORL_NABO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03790315668305951,,0.009996761661305508,0.022499538232832246,,0.001207577391836672
underlying_BSKR,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03672156585934662,0.029040532660405214,0.003628717396487119,0.0520267176967424,0.002752789461118024,0.031805884407263174
pair_NABO_POBK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03658410749856371,,0.009986431254676256,0.012354728645288313,,0.012120499006953266
pair_JEDI_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.036488946853586286,,0.01151864949193629,0.0010829895113965242,,0.028046187562832874
pair_BSKR_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03627157789920929,,0.01444023238658274,0.030618621550639134,,0.0058015162792037596
pair_DRC_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.035823104094986465,,0.011069676238053062,0.010763465679425443,,0.02418297652716565
pair_KYBR_MNDO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03580591401776534,,0.012437617573017926,0.009779463789805829,,0.020375432220944546
pair_CLNE_KYBR,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03524425350710265,,0.013184647159055487,0.05601084719801049,,0.04369303290518905
pair_REBL_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.000593496526821006,,0.034882466231646814,0.029749833251578164,,0.07481943454546994
pair_DRC_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03469851973656231,,0.008757917404950424,0.01717465107626985,,0.01151230232735213
pair_BSKR_MNDO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.0008719415021510626,,0.03419601442564417,0.04066403083202566,,0.024412617450012653
pair_POBK_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03414841985053296,,0.00975657575823882,0.0006325492955137892,,0.029265116298461576
pair_KYBR_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03401949498940101,,0.00546025850350142,0.007869897728283419,,0.046554790470003944
pair_CORL_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03325389834222027,,0.004146527966213017,0.0041886690799825856,,0.0370043983926301
pair_NABO_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.033249937254247096,,0.005760382819191518,0.01921849462808167,,0.051252888811441626
pair_MNDO_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03295766583571243,,0.007369872905636949,0.07719047533879796,,0.06843857830146952
pair_KYBR_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.0003714851629190851,,0.03260320812453061,0.006457080926342467,,0.025574699944528042
pair_MNDO_POBK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.03190485459003718,,0.009261263749439213,0.014336323581611608,,0.008096696595343032
pair_BSKR_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.030621244679855525,,0.002902844778160655,0.025617617393013978,,0.006291061602399276
pair_BSKR_CORL,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.030491513755197604,,0.004208083892921204,0.04805506945288852,,0.028401635173321556
pair_CORL_KYBR,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.029580516014246754,,0.0015422259944064005,0.04326438600070067,,0.024032152838964392
pair_JEDI_MNDO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.029559106096336125,,0.0036784085727326428,0.0035417017118372415,,0.03385673424306873
pair_CORL_MNDO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.029547048441553526,,0.002512439724664052,0.004463267674361102,,0.03349022998817109
pair_CORL_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.029413992663039616,,0.0035304969095562135,0.058925121404617316,,0.04521620022024894
pair_CLNE_MNDO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02937414086021484,,0.000992714694731518,0.05153167165087505,,0.03437125834729945
pair_BSKR_DRC,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02921200255211829,,1.5937676908644754e-05,0.004426834076072315,,0.038258082393064004
pair_CLNE_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02907346735097694,,0.00246339148512091,0.018840360662581594,,0.002444971509397707
pair_KYBR_NABO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02840965786893894,,0.0015625000881017092,0.06813528623011404,,0.05466817584505074
pair_MNDO_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.007491414378982725,,0.027521497696226374,0.004499127355128945,,0.036117633912555534
pair_CORL_DRC,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.027513961590844873,,0.0019520735457557279,0.03037605274489064,,0.008964727901647918
pair_JEDI_KYBR,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.027496164294635358,,0.001115594178371307,0.06719040911502167,,0.059558255458449574
pair_CLNE_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.027429495919573606,,0.0025811207270433427,0.00282314058500088,,0.029897803181002516
pair_KYBR_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02685655851964995,,0.002889603444194868,0.04026817084919651,,0.015870802907809095
pair_DRC_JEDI,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02613274287272927,,0.0019853260914578547,0.004413358173253222,,0.030536152405622467
pair_BSKR_KYBR,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.026028045680501075,,0.001411939096862143,0.05231729468410743,,0.038573869790851915
pair_NABO_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.025907498820983994,,0.0005363513864582986,0.034881820611671756,,0.009971104493767523
pair_DRC_MNDO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02542569645015113,,0.00027009150228589937,0.04551152146456174,,0.03267913139390106
pair_KYBR_POBK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.025282612391322047,,0.0034561672421581837,0.025260579834391342,,0.0030762160112571975
pair_BSKR_NABO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.025278166249824038,,0.005392141578699493,0.03774218542522022,,0.020217757570424363
pair_BSKR_JEDI,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.025221143400723695,,0.00628098205117925,0.005606979908957663,,0.025026744189895932
pair_BSKR_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.024446525672529636,,0.004341155665597471,0.04515595640198439,,0.029964942620995187
pair_CLNE_DRC,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.024313023246432874,,0.0073987239604140324,0.008807648418546431,,0.01686135839712687
pair_MNDO_NABO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02369140725689665,,0.003792243678183643,0.05586634006762363,,0.03863650848914902
pair_TECH_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02270089013846756,,0.009044213233932936,0.010414646655391076,,0.02102118735956402
pair_SITH_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.022342674098515532,,0.007307666843852077,0.014968111805738399,,0.052605962162861966
pair_DRC_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.022224750742814957,,0.008922088390629506,0.004570275721766436,,0.039277049124658306
pair_CORL_JEDI,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.022208089347832423,,0.005007656136773266,0.0338653988391256,,0.0094741099416881
pair_NABO_TECH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.021971538724096077,,0.006826996749229012,0.018281102887065744,,0.013262380223910597
pair_DRC_KYBR,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.011077718239335585,,0.021716222285729107,0.017214949181704388,,0.005516094259007022
pair_JEDI_NABO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.02157103010589927,,0.009583220314272708,0.016106240073168594,,0.050772736349204185
pair_DRC_NABO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.012802136586610632,,0.019340517993870168,0.018447203275157323,,0.013288655999452604
pair_CLNE_NABO,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.017999106504114185,,0.010302540424387018,0.046952773023960254,,0.03229151395948434
pair_JEDI_WOOK,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.015334717099532741,,0.01744590592350887,0.009472068425665276,,0.02314682020377303
pair_CLNE_JEDI,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.016845826512038503,,0.014081934909402944,0.032997399633897244,,0.017999028183629823
pair_CLNE_SITH,numeric,basket,"composicion, complejidad y riesgo estructural de cesta",True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,worst_of,abs_spearman,0.0129629400344362,,0.014349065161827063,0.018917688003258524,,0.05364249151941524
requested_year,numeric,date,regimen temporal del RFQ,True,False,True,global_52_all_without_noise+worst_of_46_core,9807,3299,6508,global,abs_spearman,0.010026380451806304,0.007993627881346253,0.005304740790093889,,,
implied_minus_realized_vol_mean,numeric,market,volatilidad implicita/realizada y spreads de mercado,False,False,True,worst_of_46_core,9807,3299,6508,single,abs_spearman,0.057195602919030024,0.3988709811234118,0.06351212895896025,0.0893529145031356,0.33161588155842675,0.006251286359032293
